id,emotionality,minority,title,teaser,text,image_id,Main theme,condition
7d,0,0,Focus bij Transgenderwet op lange wachtlijsten - niet op deskundigen ,"Kritiek op de nieuwe Transgenderwet is mogelijk, maar veel critici lijken zich niet bewust van de ware problemen. Kijk bijvoorbeeld naar de al bestaande wachtlijsten in de transgenderzorg.","<p>Transgenders zijn weinig geholpen met het schrappen van de zogeheten deskundigenverklaring in de nieuwe wet.</p><p>Door het verdwijnen van die verklaring zullen aangevraagde geslachtswijzigingen nu op basis van een eigen verklaring van de transgenderpersoon goedgekeurd kunnen worden. Het grootste probleem ligt echter elders: kijk naar de lange wachttijden van soms meer dan twee jaar voordat een transgenderpersoon een intakegesprek voor het transitieproces krijgt. Die twee jaren komen voor veel transgenderpersonen na het zelfonderzoek dat vaak aan de stap tot actie voorafgaat. Hierdoor voelt deze tijd als stilstand.</p><p>Concrete stappen om die wachttijden terug te dringen, onderneemt de politiek echter niet. In plaats daarvan kiest men ervoor om één van de kleinste barrières die er in het hele traject zijn te verwijderen, terwijl nou net die barrière nog wel een zeker nut dient - de verklaring van een deskundige.</p><p>Het doet een beetje denken aan het plaatsen van ‘gaybrapaden’ of regenboogvlaggen: gratuite acties die sympathiek lijken, maar in feite weinig echte problemen oplossen. Als Den Haag echt een positieve impact willen hebben, zouden ze er daarom goed aan doen zich te concentreren op de echte problemen.</p>",,new law doesn't focus enough on wait lists,4
8a,1,1,Geslachtsverandering in paspoort straks een fluitje van een cent? “Oude wetgeving is vernederend”,"De Tweede Kamer twijfelt nog steeds over de vraag of de nieuwe Transgenderwet moet worden aangenomen. Die wet zou officiële geslachtsverandering in identiteitsdocumenten makkelijker maken. En dat is broodnodig, vindt trans vrouw Freya.“De oude wetgeving ervoer ik als extreem vervelend.”","<p>De Tweede Kamer beslist binnenkort over de aanpassing van de Transgenderwet. De discussie spitst zich toe op de vraag of een psycholoog eerst een oordeel moet vellen over een geslachtsverandering voordat het gender kan worden aangepast in de geboorteakte of in het paspoort. In het wetsvoorstel wordt dat geschrapt, maar het is nog onduidelijk of een Kamermeerderheid dat steunt.</p><p>Op dit moment is een deskundig oordeel nog een belangrijke voorwaarde om in zo'n officieel document van gender te kunnen veranderen. In de vereenvoudigde versie van de wet is de persoonlijke beleving van de genderidentiteit leidend, oftewel: hoe iemand zichzelf voelt.</p><p><b>Vernederend</b></p><p>De 27-jarige Freya is trans vrouw. Ze gaat als vrouw door het leven, maar tot twee jaar geleden stond er een 'm' in haar paspoort. Zij had er moeite mee dat iemand anders zou bepalen of zij haar gender in haar paspoort mocht veranderen. ""Het is vernederend dat iemand anders gaat bepalen of ik dit wel of niet verdien.""</p><p>Maar de verkeerde geslachtsaanduiding in haar paspoort zorgt regelmatig voor diepe schaamte. ""Alle momenten waarop je je moet identificeren zijn ongemakkelijk"", vertelt Freya. ""Of je nou een COVID-test gaat doen of een pakketje ophaalt, je wordt raar aangekeken of niet geloofd.""</p><p>Uiteindelijk besloot Freya daarom om toch de deskundigenverklaring aan te vragen. Sindsdien staat er wel een 'v' in haar paspoort.</p><p><b>Wetsvoorstel</b></p><p>Met het nieuwe wetsvoorstel zou de situatie veranderen, maar de tweede kamer debatteert nog steeds of het voorstel zou worden aangenomen. Freya is woedend dat kamerleden het probleem “bagatelliseren”. Het gaat niet om een kleine beslissing, benadrukt ze. ""Voor veel jongeren is dit levensveranderend. En een deskundige raadplegen is extreem betuttelend. Je moet toch weer een apart gesprek aangaan. In die zin vond ik het vernederend. Alsof je zelf niet weet wie je bent.""</p>",,,1
8b,0,1,Wordt geslachtsverandering in het paspoort straks eenvoudiger? “Oude wetgeving rammelt aan alle kanten”,"De Tweede Kamer twijfelt nog steeds over de vraag of de nieuwe Transgenderwet moet worden aangenomen. Die wet zou officiële geslachtsverandering in identiteitsdocumenten makkelijker maken. En dat is nodig, vindt trans vrouw Freya. “De wetgeving zoals die nu is, is onnodig gecompliceerd.”","<p>De Tweede Kamer beslist binnenkort over de aanpassing van de Transgenderwet. De discussie spitst zich toe op de vraag of een psycholoog eerst een oordeel moet vellen over een geslachtsverandering voordat het gender kan worden aangepast in de geboorteakte of in het paspoort. In het wetsvoorstel wordt dat geschrapt, maar het is nog onduidelijk of een Kamermeerderheid dat steunt.</p><p>Op dit moment is een deskundig oordeel nog een belangrijke voorwaarde om in zo'n officieel document van gender te kunnen veranderen. In de vereenvoudigde versie van de wet is de persoonlijke beleving van de genderidentiteit leidend, oftewel: hoe iemand zichzelf voelt.</p><p><b>Omslachtig</b></p><p>De 27-jarige Freya is trans vrouw. Ze gaat als vrouw door het leven, maar tot twee jaar geleden stond er een 'm' in haar paspoort. Zij had er moeite mee dat iemand anders zou bepalen of zij haar gender in haar paspoort mocht veranderen. ""Het was een hele omslachtige procedure. Het idee dat iemand ging bepalen of ik wel of niet echt transgender was, vond ik onpraktisch en zinloos.""</p><p>Maar de verkeerde geslachtsaanduiding in haar paspoort zorgt regelmatig voor onhandige situaties. ""Alle momenten waarop je je moet identificeren zijn ongemakkelijk"", vertelt Freya. ""Of je nou een COVID-test gaat doen of een pakketje ophaalt, je wordt raar aangekeken of niet geloofd.""</p><p>Uiteindelijk besloot Freya daarom om toch de deskundigenverklaring aan te vragen. Sindsdien staat er wel een 'v' in haar paspoort.</p><p><b>Wetsvoorstel</b></p><p>Met het nieuwe wetsvoorstel zou de situatie veranderen, maar de tweede kamer debatteert nog steeds of het voorstel zou worden aangenomen. Freya heeft weinig begrip voor politici die het probleem niet serieus nemen. Het gaat niet om een kleine beslissing, benadrukt ze. ""Voor veel jongeren is dit belangrijk. En een deskundige raadplegen is tijdrovend en vervelend. Je moet toch weer een apart gesprek aangaan. In die zin vond ik het een vreemde eis. Alsof je zelf niet weet wie je bent.""</p>",,,2
8c,1,0,Met de nieuwe Transgenderwet wordt geslachtsverandering in paspoort straks een fluitje van een cent - en dat is een goede zaak,"De Tweede Kamer twijfelt nog steeds over de vraag of de nieuwe Transgenderwet moet worden aangenomen. De wet zou officiële geslachtsverandering in identiteitsdocumenten eindelijk makkelijker maken. De verandering is broodnodig, want de oude wet was voor transgenders extreem vervelend, stelt columnist Sandra Beekman.","<p>De Tweede Kamer beslist binnenkort over de aanpassing van de Transgenderwet. Deze discussie, die zich toespitst toe op de vraag of een psycholoog eerst een oordeel moet vellen over een geslachtsverandering voordat het gender kan worden aangepast in de geboorteakte of paspoort, wordt gekenmerkt door de extreem betuttelende houding van de tegenstanders van het voorstel.</p><p><b>Vernederend</b></p><p>Transgenders hebben lange tijd luidkeels aandacht geprobeerd te vragen voor de voor hen uiterst vernederende, betuttelende wetgeving. Op dit moment is een deskundig oordeel namelijk nog een belangrijke voorwaarde om in zo'n officieel document van gender te kunnen veranderen. Een proces waarbij men er vanaf het begin van uitgaat dat transgenders niet goed zelf kunnen beslissen over hun identiteit. Hierdoor kampen ze vaak met gevoelens van diepe schaamte.</p><p><b>Voorkomen van incidenten</b></p><p>In de vereenvoudigde versie van de wet is de persoonlijke beleving van de genderidentiteit leidend, oftewel: hoe iemand zichzelf voelt. Dat zou een hoop zeer vervelende situaties voorkomen. Stel bijvoorbeeld dat je een COVID-test gaat doen of een pakketje ophaalt. In deze situaties zou je vaak raar worden aangekeken of niet geloofd worden als de M of V in je paspoort niet matcht met hoe je door het leven gaat.</p><p>Met het nieuwe wetsvoorstel zou deze situatie dus kunnen veranderen. Toch debatteert de Tweede Kamer nog steeds of het voorstel wel moet worden aangenomen. Begrijpelijk zijn transgenders woedend dat kamerleden het probleem zo proberen te bagatelliseren. Want het gaat niet om kleine beslissing. Transgenders weten nog altijd zelf het best wie ze zijn. </p>",,,3
8d,0,0,Wordt geslachtsverandering in het paspoort straks eenvoudiger?,De Tweede Kamer twijfelt nog steeds over de vraag of de nieuwe Transgenderwet moet worden aangenomen. Die wet zou officiële geslachtsverandering in identiteitsdocumenten makkelijker maken. Critici vinden de huidige wet onnodig gecompliceerd.,"<p>De Tweede Kamer beslist binnenkort over de aanpassing van de Transgenderwet. De discussie spitst zich toe op de vraag of een psycholoog eerst een oordeel moet vellen over een geslachtsverandering voordat het gender kan worden aangepast in de geboorteakte of in het paspoort. In het wetsvoorstel wordt dat geschrapt, maar het is nog onduidelijk of een Kamermeerderheid dat steunt.</p><p>Op dit moment is een deskundig oordeel nog een belangrijke voorwaarde om in zo'n officieel document van gender te kunnen veranderen. In de nieuwe, vereenvoudigde versie van de wet is de persoonlijke beleving van de genderidentiteit leidend, oftewel: hoe iemand zichzelf voelt.</p><p><b>Veranderingen</b></p><p>Op dit moment zorgt de lange procedure voor geslachtsverandering nog voor veel onhandige situaties voor transpersonen. Zo krijgen zij bij routineuze taken als een COVID-test doen of een pakketje ophalen vaak te maken met rare blikken en ongeloof, doordat de M of V in hun paspoort niet overeenkomt met hun uiterlijk.</p><p>Met het nieuwe wetsvoorstel zou deze situatie veranderen. De Tweede Kamer debatteert echter nog steeds of het voorstel wordt aangenomen. Ondertussen hebben veel transgenders al laten weten het niet op prijs te stellen dat sommige politici de nieuwe wet niet serieus nemen. Het gaat immers niet op een kleine beslissing, zo stellen ze, maar om een voor transgenders zeer belangrijke zaak.</p>",,,4
9a,1,1,Regenboogstad Nijmegen trekt voortouw in de strijd om gelijke rechten voor transgenders,"Nijmegen is de eerste gemeente die geslachtswijziging in het paspoort vergoedt. Een mijlpaal? Transgenderactivisten zijn kritisch.“Dit is een goede eerste stap, maar toch negeert men schaamteloos nog ergere problemen,” concluderen belangenorganisaties.","<p>Eindelijk goed nieuws voor transgenders - althans voor hen die in Nijmegen wonen. De gemeente Nijmegen gaat vanaf volgend jaar de kosten vergoeden die worden gemaakt om de geslachtsregistratie te wijzigen. Het gaat om de kosten voor het nieuwe paspoort, identiteitsbewijs of rijbewijs die na deze wijziging nodig zijn. De kosten voor zo’n wijziging kunnen nu nog extreem hoog oplopen, en dat is voor veel transgenders een zware last. Maar in Nijmegen krijgt vanaf nu iedereen die een geslachtswijziging heeft doorgevoerd in een paspoort de gemaakte kosten terug. Daarmee is Nijmegen de eerste gemeente in Nederland die dit doorvoert.</p><p>Moni Zwitserloot en Mart van Doorn, leden van Trans Zorg Nu Nijmegen, zeggen blij te zijn met het nieuws. Toch zien ze ook nog verbeterpunten. “De gemeente zet goede stappen, maar kan zich nog beter informeren over de behoeften van de community”’, aldus Zwitserloot. “Hoewel we deze erkenning op prijs stellen, was dit niet de ernstigste uitdaging voor onze gemeenschap. We zouden bijvoorbeeld liever zien dat de stad zich actief inzet tegen de heftige en vernederende discriminatie en agressie die transgenders helaas nog te vaak ervaren in het dagelijks leven. Dat wordt nu vrij schaamteloos genegeerd door de gemeente, in ruil voor een eenvoudige administratieve aanpassing.”</p><p>Nijmegen noemt zichzelf een Regenboogstad. Daarmee doelt de gemeente op een focus op het stimuleren van acceptatie van lhbtiqa+ inwoners. Door de kosten voor een nieuw identiteitsbewijs met een gewijzigde geslachtsregistratie te vergoeden, meent de gemeente bij te dragen aan dit doel.</p>",,Nijmegen will compensate transgender people for gender change in passport,1
9b,0,1,Regenboogstad: Nijmegen wil geslachtswijziging in paspoort voor transgenders gaan vergoeden,"Nijmegen is de eerste gemeente die geslachtswijziging in het paspoort voor transgenders vergoedt. Een mijlpaal? Transgenderactivisten zijn kritisch.“Dit is een goede eerste stap, maar men had zich beter eerst op andere problemen kunnen richten,” concluderen belangenorganisaties.","<p>Eindelijk goed nieuws voor transgenders - althans voor hen die in Nijmegen wonen. De gemeente Nijmegen gaat vanaf volgend jaar de kosten vergoeden die worden gemaakt om de geslachtsregistratie te wijzigen. Het gaat om de kosten voor het nieuwe paspoort, identiteitsbewijs of rijbewijs die na deze wijziging nodig zijn. Die kosten zijn nu in veel gevallen substantieel. Maar in Nijmegen krijgt vanaf nu iedereen die een geslachtswijziging heeft doorgevoerd in een paspoort de gemaakte kosten terug. Daarmee is Nijmegen de eerste gemeente in Nederland die dit doorvoert.</p><p>Moni Zwitserloot en Mart van Doorn, leden van Trans Zorg Nu Nijmegen, zeggen blij te zijn met het nieuws. Toch zien ze ook nog verbeterpunten. “De gemeente zet goede stappen, maar kan zich nog beter informeren over de behoeften van de community”’, aldus Zwitserloot. “Hoewel we deze erkenning op prijs stellen, was dit niet de ernstigste uitdaging voor onze gemeenschap. De gemeente richt zich nu op vrij makkelijk aan te passen administratieve procedures, maar transgenders staan in hun dagelijkse leven nog wel degelijk voor andere, grotere problemen. Die problemen komen nu dus nog niet aan bod.""</p><p>Nijmegen noemt zichzelf een Regenboogstad. Daarmee doelt de gemeente op een focus op het stimuleren van acceptatie van lhbtiqa+ inwoners. Door de kosten voor een nieuw identiteitsbewijs met een gewijzigde geslachtsregistratie te vergoeden, meent de gemeente bij te dragen aan dit doel.</p>",,Nijmegen will compensate transgender people for gender change in passport,2
9c,1,0,Regenboogstad Nijmegen geeft het goede voorbeeld: transgenderrechten verruimd in de gemeente,"Nijmegen is de eerste gemeente die geslachtswijziging voor transgenders in het paspoort vergoedt. Een belangrijke mijlpaal, maar de stad moet nu volhouden, vindt columnist Sandra Beekman. Ergere problemen worden namelijk nog steeds schaamteloos genegeerd. ","<p>Eindelijk goed nieuws voor transgenders - althans voor hen die in Nijmegen wonen. De gemeente Nijmegen gaat vanaf volgend jaar de kosten vergoeden die worden gemaakt om de geslachtsregistratie te wijzigen. Het gaat om de kosten voor het nieuwe paspoort, identiteitsbewijs of rijbewijs die na deze wijziging nodig zijn. De kosten voor zo’n wijziging kunnen nu nog extreem hoog oplopen, en dat is voor veel transgenders een zware last. Maar in Nijmegen krijgt vanaf nu iedereen die een geslachtswijziging heeft doorgevoerd in een paspoort de gemaakte kosten terug. Daarmee is Nijmegen de eerste gemeente in Nederland die dit doorvoert.</p><p><b>Babystapjes</b></p><p>De gemeente zet daarmee een aantal cruciale eerste stappen, maar ze zouden nog verder moeten gaan. De trans gemeenschap staat namelijk nog voor hetere vuren: heftige en vernederende discriminatie en agressie, bijvoorbeeld. Op straat en in het dagelijks leven ervaren transgenders dit helaas nog te vaak. De stad komt er nu vrij gemakkelijk vanaf door voor een eenvoudige administratieve aanpassing te gaan. Ondertussen worden ernstige problemen schaamteloos genegeerd.</p><p>Nijmegen noemt zichzelf een Regenboogstad. Daarmee doelt de gemeente op een focus op het stimuleren van acceptatie van lhbtiqa+ inwoners. Door de kosten voor een nieuw identiteitsbewijs met een gewijzigde geslachtsregistratie te vergoeden, meent de gemeente bij te dragen aan dit doel. Maar de strijd is nog niet gestreden. De gemeente moet nu de daad bij het woord voegen. </p>",,Nijmegen will compensate transgender people for gender change in passport,3
9d,0,0,Regenboogstad: Nijmegen wil geslachtswijziging in paspoort voor transgenders gaan vergoeden,"Nijmegen is de eerste gemeente die geslachtswijziging in het paspoort voor transgenders vergoedt. Een landelijke mijlpaal, maar toch is niet iedereen even enthousiast.","<p>Eindelijk goed nieuws voor transgenders - althans voor hen die in Nijmegen wonen. De gemeente Nijmegen gaat vanaf volgend jaar de kosten vergoeden die worden gemaakt om de geslachtsregistratie te wijzigen. Het gaat om de kosten voor het nieuwe paspoort, identiteitsbewijs of rijbewijs die na deze wijziging nodig zijn. Die kosten zijn nu in veel gevallen substantieel. Maar in Nijmegen krijgt vanaf nu iedereen die een geslachtswijziging heeft doorgevoerd in een paspoort de gemaakte kosten terug. Daarmee is Nijmegen de eerste gemeente in Nederland die dit doorvoert.</p><p>Toch zijn er nog verbeterpunten te noemen. Zoals de vraag of het wel nuttig is voor de gemeente om zich vast te bijten in relatief eenvoudige administratieve procedures. Nijmegen noemt zichzelf een Regenboogstad. Daarmee doelt de gemeente op een focus op het stimuleren van acceptatie van lhbtiqa+ inwoners. Door de kosten voor een nieuw identiteitsbewijs met een gewijzigde geslachtsregistratie te vergoeden, meent de gemeente bij te dragen aan dit doel. Maar geluiden uit de trans gemeenschap geven aan dat de nieuwe tegemoetkoming nog niet ver genoeg gaat. Wil de gemeente daadwerkelijk de daad bij het woord voegen, zou ze er waarschijnlijk goed aan doen na te denken over verdergaande ingrepen en wetgeving die transgenders vooruit helpen.</p>",,Nijmegen will compensate transgender people for gender change in passport,4
10a,1,1,"Crisis in de coalitie? Nieuwe minister Adema tekende manifest tegen transgenderwet, D66 woedend","D66-Tweede Kamerlid en eerste openbare transgender in de kamer Lisa van Ginneken vindt dat Piet Adema, de nieuwe minister van Landbouw, Natuur en Voedselkwaliteit, zijn steun voor een manifest tegen de nieuwe transgenderwet die het kabinet heeft ingediend, moet intrekken. ","<p>ChristenUnie-politicus Adema is als oud-voorzitter van de ChristenUnie een van de 38 ondertekenaars van het stuk Gendertwijfel. Een transfoob en denigrerend stuk, zo stellen transgender activisten.</p><p>Met de voorgestelde aanpassing van de Transgenderwet wil het kabinet een horde wegnemen voor mensen die hun geslacht willen wijzigen in het paspoort. Als het plan doorgaat, kan iedereen vanaf 16 jaar straks bij de gemeente aangeven man of vrouw te zijn, zonder verklaring van de arts (nu nog verplicht). 16-minners kunnen met toestemming van de rechter kiezen voor een M of V in het paspoort.</p><p>Brisant: Adema sprak zich hiertegen uit. Zijn naam stond dinsdagavond nog altijd vermeld op de website van de petitie Gendertwijfel, ook al hoort het kabinet met één mond te spreken.</p><p>“Ik ga ervan uit dat de nieuwe minister het kabinetsbeleid en dus deze Transgenderwet van het kabinet gewoon steunt,” zo laat Van Ginneken weten. Ze wijst erop dat het manifest de wet die transpersonen meer zelfbeschikking geeft ‘gevaarlijk’ noemt’. De D66’er, zelf transgender, zegt dat ze ervan uitgaat dat de minister daarop terugkomt. “Hij is nu als lid van het kabinet immers zelf mede-indiener van deze belangrijke wetswijziging.”</p><p><b>‘Ik volg het kabinetsbeleid’</b></p><p>“Ik heb het manifest ‘De nieuwe Transgenderwet raakt iedereen’ destijds ondertekend. Dat deed ik op persoonlijke titel,” zegt minister Adema in een schriftelijke reactie. “Nu ben ik minister, en in die nieuwe rol is één ding voor mij volstrekt vanzelfsprekend: als lid van het kabinet volg ik het kabinetsbeleid, ook op dit onderwerp.” Op nadere vragen gaat zijn woordvoerder niet in.</p><p>Het kabinet is dus vóór, maar de Tweede Kamerfractie van de ChristenUnie is tegen de nieuwe wet, net als het CDA. Bekend is dat de VVD-fractie uiterst kritisch is. Meestal komen wetsvoorstellen vanuit het kabinet dankzij de steun van de coalitie zonder problemen door het parlement, maar in dit geval is het nog de vraag of dat lukt.</p>",,crisis in cabinet over CU-minister's signing of allegedly transphobic manifesto,1
10b,0,1,"CU-minister Adema tekende manifest tegen transgenderwet, D66 vraagt om intrekking","D66-Tweede Kamerlid en eerste openbare transgender in de kamer Lisa van Ginneken vindt dat Piet Adema, de nieuwe minister van Landbouw, Natuur en Voedselkwaliteit, zijn steun voor een manifest tegen de nieuwe transgenderwet die het kabinet heeft ingediend, moet intrekken. ","<p>ChristenUnie-politicus Adema is als oud-voorzitter van de ChristenUnie een van de 38 ondertekenaars van het stuk Gendertwijfel. Een stuk waarop transgender activisten uiterst kritisch zijn.</p><p>Met de voorgestelde aanpassing van de Transgenderwet wil het kabinet een horde wegnemen voor mensen die hun geslacht willen wijzigen in het paspoort. Als het plan doorgaat, kan iedereen vanaf 16 jaar straks bij de gemeente aangeven man of vrouw te zijn, zonder verklaring van de arts (nu nog verplicht). 16-minners kunnen met toestemming van de rechter kiezen voor een M of V in het paspoort.</p><p>Kabinetslid Adema sprak zich, tegen alle kabinetsprotocollen in, hiertegen uit. Zijn naam stond dinsdagavond nog altijd vermeld op de website van de petitie Gendertwijfel, ook al hoort het kabinet met één mond te spreken.</p><p>“Ik ga ervan uit dat de nieuwe minister het kabinetsbeleid en dus deze Transgenderwet van het kabinet gewoon steunt,” zo laat Van Ginneken weten. Ze wijst erop dat het manifest de nieuwe wetgeving ‘gevaarlijk’ noemt’. De D66’er, zelf transgender, zegt dat ze ervan uitgaat dat de minister daarop terugkomt. “Hij is nu als lid van het kabinet immers zelf mede-indiener van deze belangrijke wetswijziging.”</p><p><b>‘Ik volg het kabinetsbeleid’</b></p><p>“Ik heb het manifest ‘De nieuwe Transgenderwet raakt iedereen’ destijds ondertekend. Dat deed ik op persoonlijke titel,” zegt minister Adema in een schriftelijke reactie. “Nu ben ik minister, en in die nieuwe rol is één ding voor mij volstrekt vanzelfsprekend: als lid van het kabinet volg ik het kabinetsbeleid, ook op dit onderwerp.” Op nadere vragen gaat zijn woordvoerder niet in.</p><p>Het kabinet is dus vóór, maar de Tweede Kamerfractie van de ChristenUnie is tegen de nieuwe wet, net als het CDA. Bekend is dat de VVD-fractie uiterst kritisch is. Meestal komen wetsvoorstellen vanuit het kabinet dankzij de steun van de coalitie zonder problemen door het parlement, maar in dit geval is het nog de vraag of dat lukt.</p>",,crisis in cabinet over CU-minister's signing of allegedly transphobic manifesto,2
10c,1,0,"CU-minister ontketent crisis in kabinet om nieuwe Transgenderwet, D66 begrijpelijk woedend","Piet Adema, de nieuwe minister van Landbouw, Natuur en Voedselkwaliteit (CU), ondertekende een manifest tegen de nieuwe Transgenderwet die het kabinet heeft ingediend. Daarmee jaagt hij transgender Lisa van Ginneken (D66) tegen zich in het harnas. Politiek commentator Sandra Beekman over de terechte woede van D66.","<p>ChristenUnie-politicus Adema is als oud-voorzitter van de ChristenUnie een van de 38 ondertekenaars van het stuk Gendertwijfel. Een transfoob en denigrerend stuk, zo zullen vele transgender activisten kunnen benadrukken.</p><p>Met de voorgestelde aanpassing van de Transgenderwet wil het kabinet een horde wegnemen voor mensen die hun geslacht willen wijzigen in het paspoort. Als het plan doorgaat, kan iedereen vanaf 16 jaar straks bij de gemeente aangeven man of vrouw te zijn, zonder verklaring van de arts (nu nog verplicht). 16-minners kunnen met toestemming van de rechter kiezen voor een M of V in het paspoort.</p><p>Brisant: Adema sprak zich hiertegen uit. Zijn naam stond dinsdagavond nog altijd vermeld op de website van de petitie Gendertwijfel, ook al hoort het kabinet met één mond te spreken.</p><p>Kamerlid Lisa van Ginneken (D66), de eerste transgender vrouw in het parlement, reageerde begrijpelijk ziedend. De wet die haar en haar mede transpersonen meer zelfbeschikking geeft, wordt door Adema en consorten ‘gevaarlijk’ genoemd. Een uiterst bizarre gang van zaken, gezien het feit dat Adema als kabinetslid officieel mede indiener is van het wetsvoorstel.</p><p><b>‘Ik volg het kabinetsbeleid’</b></p><p>“Ik heb het manifest ‘De nieuwe Transgenderwet raakt iedereen’ destijds ondertekend. Dat deed ik op persoonlijke titel,” zegt minister Adema in een schriftelijke reactie. “Nu ben ik minister, en in die nieuwe rol is één ding voor mij volstrekt vanzelfsprekend: als lid van het kabinet volg ik het kabinetsbeleid, ook op dit onderwerp.” Op nadere vragen gaat zijn woordvoerder niet in.</p><p>Het kabinet is dus vóór, maar de Tweede Kamerfractie van de ChristenUnie is tegen de nieuwe wet, net als het CDA. Bekend is dat de VVD-fractie uiterst kritisch is. Meestal komen wetsvoorstellen vanuit het kabinet dankzij de steun van de coalitie zonder problemen door het parlement, maar in dit geval is het nog de vraag of dat lukt. Aan Adema zal het in ieder geval niet te danken zijn. </p>",,crisis in cabinet over CU-minister's signing of allegedly transphobic manifesto,3
10d,0,0,"CU-minister Adema tekende manifest tegen Transgenderwet, D66 vraagt om intrekking","Piet Adema, de nieuwe minister van Landbouw, Natuur en Voedselkwaliteit (CU), ondertekende een manifest tegen de nieuwe Transgenderwet die het kabinet heeft ingediend. Daarmee jaagt hij transgender Lisa van Ginneken (D66) tegen zich in het harnas.","<p>ChristenUnie-politicus Adema is als oud-voorzitter van de ChristenUnie een van de 38 ondertekenaars van het stuk Gendertwijfel. Een stuk waarop transgender activisten uiterst kritisch zijn.</p><p>Met de voorgestelde aanpassing van de Transgenderwet wil het kabinet een horde wegnemen voor mensen die hun geslacht willen wijzigen in het paspoort. Als het plan doorgaat, kan iedereen vanaf 16 jaar straks bij de gemeente aangeven man of vrouw te zijn, zonder verklaring van de arts (nu nog verplicht). 16-minners kunnen met toestemming van de rechter kiezen voor een M of V in het paspoort.</p><p>Kabinetslid Adema sprak zich, tegen alle kabinetsprotocollen in, hiertegen uit. Zijn naam stond dinsdagavond nog altijd vermeld op de website van de petitie Gendertwijfel, ook al hoort het kabinet met één mond te spreken.</p><p>In het betreffende manifesto wordt de nieuwe wetswijziging ‘gevaarlijk’ genoemd. Dat is een vreemde gang van zaken te noemen, aangezien Adema als kabinetslid officieel mede-indiener is van het wetsvoorstel.</p><p><b>‘Ik volg het kabinetsbeleid’</b></p><p>“Ik heb het manifest ‘De nieuwe Transgenderwet raakt iedereen’ destijds ondertekend. Dat deed ik op persoonlijke titel,” zegt minister Adema in een schriftelijke reactie. “Nu ben ik minister, en in die nieuwe rol is één ding voor mij volstrekt vanzelfsprekend: als lid van het kabinet volg ik het kabinetsbeleid, ook op dit onderwerp.” Op nadere vragen gaat zijn woordvoerder niet in.</p><p>Het kabinet is dus vóór, maar de Tweede Kamerfractie van de ChristenUnie is tegen de nieuwe wet, net als het CDA. Bekend is dat de VVD-fractie uiterst kritisch is. Meestal komen wetsvoorstellen vanuit het kabinet dankzij de steun van de coalitie zonder problemen door het parlement, maar in dit geval is het nog de vraag of dat lukt.</p>",,crisis in cabinet over CU-minister's signing of allegedly transphobic manifesto,4
11a,1,1,"Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","“De Regenboog Alliantie verafschuwt deze suggestieve postercampagne,” laat van der Laan namens de organisatie weten. ","<p>GOUDA - “De nieuwe Transgenderwet raakt iedereen.” Met deze oproep willen de initiatiefnemers achter een protestposter voorkomen dat de nieuwe Transgenderwet volgende week geruisloos de Tweede Kamer passeert en daarna wordt aangenomen. In meer dan 400 bushaltes in het land is het beklag tegen de nieuwe wet te vinden. Ook in Gouda hangen sinds deze week posters. “Over deze wet komt geen debat op gang”, beweert platform Gendertwijfel, verantwoordelijk voor de posters. Op het aangebrachte manifest klinkt juist weer kritiek: “Dit is gevaarlijk en zet aan tot discriminatie van transpersonen,” antwoorden transactivisten.</p><p><b>Gendertwijfel</b></p><p>Tegenstanders van de wet laten zich horen op het platform Gendertwijfel. Bart Jan Spruyt, voormalig politiek journalist bij het Reformatorisch Dagblad, is een van de opstellers van het manifest. “Met de juridische erkenning van gekozen geslacht wordt een onherroepelijk, onomkeerbaar proces in gang gezet”, vreest de publicist. “Er hangt een sfeer in Nederland van: heb je kritiek op deze wet, dan word je verdacht gemaakt en mag je niet meer meedoen. Dat willen wij doorbreken.”</p><p>Volgens voorzitter Rico van der Laan van de Regenboog Alliantie Gouda bevordert de nieuwe Transgenderwet echter juist de veiligheid van personen die het aangaat. “De campagne van Gendertwijfel suggereert met de gekozen afbeelding om mannen en vrouwen in het algemeen te labelen.” Bovendien vindt er wel degelijk debat plaats over transgenderwetgeving, verzekert van der Laan: “'Media publiceren er veelvuldig over, met argumenten voor en tegen.”</p><p>Hij noemt de ‘haatcampagne’ zelfs ‘gevaarlijk’. “Dit draagt bij aan polarisatie over een onderwerp waarbij het over mensen gaat, polarisatie die de levens en leefsituatie van deze mensen ernstig aantast en bedreigt.” Het manifest maakt het volgens van der Laan voor jongeren en volwassenen moeilijker om te praten over problemen die zij hebben als het gaat over genderbeleving en de wens om in transitie te gaan.</p>",,poster campaign against transgender law,1
